"Alter","Geschlecht","Beruf","Bruttoeinkommen","Vermoegen","Kredithoehe","Kreditausfall"
30,"Frau","Angestellter",125957.02,252798.807844854,5318.67,0
23,"Mann","Angestellter",35340.06,35194.7860112181,23811.04,1
28,"Mann","Angestellter",93228.94,212698.06785372,158.75,0
40,"Frau","Angestellter",54085.82,151122.761766039,2697.51,0
36,"Frau","Angestellter",38729.18,144322.751230153,23811.82,0
54,"Mann","Angestellter",109132.62,311487.011993838,2986.02,0
61,"Mann","Angestellter",21731.66,47929.9793322852,23804.09,1
72,"Frau","Rentner",26240.72,67877.1593101039,23811.63,1
44,"Frau","Angestellter",25922.06,107585.415831685,23808.45,1
58,"Frau","Angestellter",77086.23,120849.284491484,128.67,1
20,"Mann","Angestellter",78689.67,132948.297603123,27934.35,0
55,"Frau","Beamter",151534.42,204822.274060674,65136.36,0
61,"Mann","Angestellter",22206.59,66233.6755530281,23810.71,1
45,"Frau","Angestellter",43126.38,99995.2074987413,25792.1,0
38,"Frau","Selbstständiger",27506.1,138412.291812404,23811.2,1
21,"Frau","Angestellter",64932.46,88799.4948007971,22906.91,0
44,"Frau","Angestellter",75664.96,187135.968225822,2540.52,0
36,"Frau","Beamter",94462.04,190786.531206142,161.53,0
42,"Frau","Selbstständiger",19657.21,106480.594100905,23811.44,1
48,"Frau","Angestellter",163170.57,304806.979748083,83698.92,0
33,"Frau","Angestellter",101042.51,257095.238262171,112.79,0
50,"Frau","Angestellter",77288.74,218424.489465447,11887.84,0
72,"Frau","Angestellter",40547.02,70504.0157647595,23959.13,1
26,"Frau","Angestellter",57579.05,155474.990742187,12558.73,0
58,"Mann","Angestellter",59671.85,128174.52106435,30631.36,0
32,"Frau","Angestellter",50627.72,77721.3946756903,28339.08,1
64,"Frau","Angestellter",63986.88,109068.504617789,36030.82,0
63,"Mann","Angestellter",87228.46,88585.9620379107,6072.09,0
23,"Frau","Angestellter",57438.88,60823.5305310394,19815.23,1
32,"Frau","Angestellter",51218.04,74240.1965809334,30551.91,1
45,"Mann","Angestellter",25118.98,111446.599739179,23811.32,1
61,"Mann","Selbstständiger",25440.95,84016.8936083929,23810.95,1
57,"Mann","Angestellter",43573,121315.306628693,22642.44,1
49,"Mann","Angestellter",105401.47,222935.861357051,100,0
57,"Mann","Angestellter",162825.57,243779.128008785,1902.34,0
55,"Mann","Angestellter",117368.97,223508.393856082,42890.88,0
33,"Frau","Angestellter",66006.66,113892.695575285,38918.01,0
30,"Mann","Angestellter",88824.88,110938.959649139,53278.24,0
26,"Mann","Angestellter",46371.67,225987.430831979,25734.51,1
56,"Mann","Angestellter",50043.24,117838.981667508,10898.16,1
52,"Mann","Selbstständiger",33097.85,116537.571549178,23808.21,1
24,"Mann","Angestellter",28466.46,84383.9614956968,23811.76,1
58,"Mann","Angestellter",65471.83,129894.843863401,38015.98,1
30,"Frau","Angestellter",16253.65,195148.089711214,23811.68,1
28,"Mann","Angestellter",74030.17,108345.966782037,9297.41,0
50,"Mann","Angestellter",84073.48,271695.300210411,174.94,0
69,"Mann","Rentner",21831.8,52891.7381718007,23804.11,1
26,"Frau","Angestellter",138940.68,112348.133416397,9229.21,0
26,"Frau","Angestellter",68695.8,139983.189951597,8173.61,0
38,"Mann","Angestellter",82463.7,176459.993514129,190.59,0
53,"Mann","Angestellter",100436.09,296970.685543645,59924.71,0
65,"Frau","Rentner",13878.44,73393.404605513,23811.84,1
42,"Mann","Angestellter",43491.57,327785.230847726,19529.16,0
78,"Frau","Rentner",12834.91,45593.9247759156,23811.93,1
36,"Mann","Beamter",70462.4,140504.873071775,42200.34,0
37,"Mann","Angestellter",56028.01,154317.168056733,32113.26,0
22,"Mann","Angestellter",44512.79,100473.606444364,26398.26,1
53,"Frau","Angestellter",55645.37,164523.041464679,4516.77,0
65,"Mann","Rentner",8750.99,49099.8560266127,23810.92,1
55,"Mann","Angestellter",103764.69,171974.581710287,181.83,0
49,"Mann","Angestellter",74085.37,169683.565720197,22552.24,0
28,"Mann","Angestellter",37081.38,53641.1708276463,23811.93,1
54,"Mann","Angestellter",68358.59,147478.982347172,36006.47,0
53,"Mann","Angestellter",127996.3,207949.407085804,11973.36,0
42,"Frau","Angestellter",56270.19,189535.794966545,29055.33,1
72,"Frau","Rentner",19286.37,42340.6826647713,23810.88,1
47,"Frau","Angestellter",61778.45,177876.552356523,19228.9,0
34,"Mann","Angestellter",73952.27,131256.559308216,18035.59,0
65,"Mann","Selbstständiger",49498.68,154533.707564743,28272.35,0
40,"Frau","Angestellter",123966.92,276926.173630073,51143.07,0
53,"Frau","Selbstständiger",59454.43,139092.77680367,28425.61,1
33,"Frau","Angestellter",47746.9,194196.792317463,10837.28,0
28,"Mann","Angestellter",24868.81,194621.779123154,23811.87,1
36,"Frau","Angestellter",45164.18,231431.022224316,26309.07,1
68,"Frau","Rentner",12582.65,38459.4346397962,23810.13,1
43,"Frau","Angestellter",69853.19,213566.467934819,19325.17,0
44,"Mann","Angestellter",37703.28,67345.7480121466,23811.05,1
39,"Mann","Angestellter",58905.42,184897.318883703,35193.53,0
63,"Mann","Angestellter",56078.56,77755.2837067361,27213.51,1
45,"Mann","Angestellter",78294.74,201555.360390718,19601.91,0
39,"Frau","Angestellter",116004.1,175665.151530325,12886.36,0
29,"Mann","Beamter",120699.04,211062.16285004,2556.99,0
52,"Mann","Selbstständiger",48552.31,164838.482538304,19616.12,1
52,"Mann","Angestellter",68030.64,125608.896631956,1119.78,0
54,"Mann","Angestellter",80612.1,122412.633073578,43754.78,0
45,"Mann","Angestellter",134857.96,277394.833908266,227.42,0
37,"Frau","Angestellter",76728.28,111687.339684481,36743.42,0
71,"Mann","Rentner",9249.73,36858.8145678245,23808.81,1
52,"Mann","Beamter",84522.62,148030.701302849,9702.21,0
23,"Frau","Angestellter",72480.78,59732.3344810786,42514.19,1
49,"Frau","Angestellter",59556.42,124720.421333178,31039.43,0
42,"Mann","Angestellter",69123.69,145135.584756816,102.53,0
26,"Mann","Angestellter",46366.69,137338.602792558,27322.25,1
37,"Mann","Angestellter",27597.61,102947.746123492,23811.93,0
72,"Frau","Rentner",23112.65,38558.6539452869,23811.73,1
46,"Frau","Angestellter",128743.39,310289.550269338,1428.84,0
67,"Mann","Rentner",5639.19,34818.8736978486,23810.34,1
45,"Frau","Angestellter",127382.29,190539.80292604,75749.14,0
38,"Frau","Angestellter",77524.29,206562.538864522,9011.09,0
54,"Frau","Angestellter",82531.03,168585.318831058,18637.56,0
47,"Mann","Angestellter",47632.95,194546.244266868,26041.36,0
69,"Frau","Rentner",25567.34,60463.5366129828,23810.04,1
47,"Frau","Angestellter",40875.36,164596.922681768,24290.33,1
58,"Frau","Angestellter",31026.03,108987.493069873,23811.38,0
41,"Frau","Angestellter",85991.87,364146.440212293,30687.17,0
64,"Mann","Beamter",95506.3,118328.561327447,14593.84,0
37,"Mann","Angestellter",63483.49,148150.518521352,37593.88,1
51,"Frau","Angestellter",67496.64,209957.359386669,8025.67,0
64,"Frau","Angestellter",78818.97,104386.599155804,44812.42,0
53,"Mann","Beamter",91957.12,155639.26268266,39235.83,0
42,"Frau","Selbstständiger",80091.27,295367.322184562,33102.82,0
55,"Mann","Angestellter",37717.67,80282.4834231999,23811.92,1
36,"Frau","Angestellter",65948.87,119735.136937795,38468.45,0
20,"Mann","Angestellter",140014.44,90647.3786077349,55861.14,0
64,"Mann","Selbstständiger",111323.23,166476.351879713,1838.84,1
44,"Frau","Angestellter",49141.01,164960.919229559,28782.59,0
39,"Mann","Angestellter",42142.41,138177.891831507,23934.49,0
23,"Mann","Angestellter",74149.09,74210.8285520542,18961.76,1
50,"Mann","Angestellter",60860.51,244806.435326175,36321.95,0
53,"Frau","Angestellter",105750.44,275911.105427282,1882.42,0
37,"Mann","Angestellter",179016.12,285859.187387329,100.01,0
68,"Frau","Rentner",6358.01,50450.771128108,23811.68,1
54,"Frau","Angestellter",102928.74,172001.508723057,53932.28,0
36,"Frau","Angestellter",62091.55,174826.097064407,11586.41,1
26,"Mann","Angestellter",57356.65,114888.173061769,18836.08,0
59,"Frau","Angestellter",33511.53,78795.9799831435,23810.78,1
48,"Frau","Angestellter",32727.21,117471.285945179,23811.08,1
31,"Mann","Angestellter",36455.99,144596.997830977,23811.82,1
74,"Mann","Rentner",10244.55,40313.885955655,23811.66,1
56,"Frau","Angestellter",42118.06,68552.1848476126,24595.65,1
36,"Mann","Angestellter",129710.99,289115.116323153,7987.79,0
74,"Frau","Rentner",10074.51,24240.9613276305,23808.35,1
64,"Frau","Angestellter",41790.58,83510.3164031406,25056.62,1
33,"Frau","Beamter",102052.76,213143.743487363,60841.31,0
60,"Mann","Angestellter",50547.41,120751.478402899,19951.37,0
35,"Mann","Selbstständiger",66088.01,263809.807732962,19237.09,1
53,"Frau","Angestellter",102989.87,234729.697329042,10527.25,0
40,"Mann","Angestellter",153995.23,287526.868528387,28348.88,0
53,"Mann","Angestellter",38725.66,137980.066146539,23811.24,1
64,"Mann","Angestellter",68455.84,108637.557704563,40087.81,1
41,"Mann","Angestellter",64767.76,142376.446798651,17452.44,0
20,"Mann","Angestellter",59635.8,46532.3019418759,1923.91,1
36,"Frau","Angestellter",119699.69,311568.336771274,71287.85,0
64,"Frau","Angestellter",140706.68,142908.459752558,103.39,0
31,"Mann","Angestellter",103412.48,118991.202650042,48385.15,0
64,"Frau","Angestellter",48674.24,85428.4370012777,12035.16,0
38,"Mann","Angestellter",46577.79,168469.746263652,26692.46,0
31,"Frau","Angestellter",72770.23,115056.88195714,41130.27,0
49,"Frau","Angestellter",39791.78,94065.1167350365,23772.84,1
47,"Mann","Angestellter",79456.13,191710.037028955,38035.57,1
33,"Mann","Angestellter",43198.02,91254.4389020706,24715.38,0
21,"Frau","Angestellter",44395,95918.0730379341,24356.76,1
50,"Frau","Beamter",65686.18,188835.288401465,24116.12,0
53,"Frau","Angestellter",98433.72,164068.882840244,58960.88,0
51,"Frau","Selbstständiger",56874.46,161339.899521136,16700.11,1
62,"Frau","Angestellter",31790.06,82572.4025785259,23810.41,0
32,"Mann","Angestellter",69383.75,117205.240195111,41449.79,1
28,"Mann","Angestellter",100795.28,124623.996824939,1672.33,0
39,"Mann","Angestellter",78841.36,187924.44524241,1182.12,0
67,"Frau","Rentner",20298.51,38315.3114457798,23809.41,1
46,"Frau","Angestellter",74415.57,183436.115154367,23218.1,0
51,"Frau","Selbstständiger",59392.28,115872.260924122,28502.26,1
67,"Frau","Rentner",10443.01,28245.6406654766,23811.32,1
38,"Frau","Angestellter",102268.62,271669.280825061,29885.22,0
38,"Mann","Angestellter",49248.39,116058.230216679,23027.18,1
74,"Mann","Rentner",9254.36,27470.1262809379,23808.48,1
25,"Frau","Angestellter",83460.86,133127.762155644,100.06,0
56,"Mann","Beamter",92308.61,186173.869597436,52403.43,0
51,"Frau","Angestellter",62789.43,125171.0673494,35221.57,0
42,"Frau","Angestellter",78725.03,208880.549453013,18636.25,0
48,"Frau","Selbstständiger",49504.66,113469.349878393,29655.38,1
42,"Frau","Angestellter",53062.11,111548.166999404,29567.64,0
64,"Mann","Angestellter",70270,136474.583975899,9570.32,0
33,"Mann","Angestellter",96450.64,206361.657135419,50977.56,0
33,"Mann","Angestellter",73718.92,227427.379068523,19044.12,1
38,"Mann","Angestellter",44399.95,123815.160841617,23605.72,1
55,"Mann","Angestellter",34368.3,132361.849439171,23808.92,1
20,"Mann","Angestellter",77894.07,45086.8370636993,25409.19,1
32,"Mann","Angestellter",28070.63,103777.237776071,23810.78,1
55,"Frau","Angestellter",43207.93,160474.566289758,25898.52,0
56,"Frau","Angestellter",42692.43,59078.9902378374,21514.1,1
59,"Mann","Angestellter",68689.89,185014.390963334,1159.21,0
32,"Frau","Angestellter",87271.2,167800.836586963,14198.67,1
32,"Frau","Angestellter",38359.11,73611.040484451,23804.92,1
74,"Frau","Rentner",14186.82,25563.5330549437,23809.18,1
42,"Frau","Angestellter",75181.43,252413.131470597,32466.5,0
70,"Frau","Rentner",20140.94,97664.9531835424,23811.87,1
38,"Mann","Angestellter",145380.43,223533.515916235,2218.47,0
64,"Frau","Angestellter",53235.28,109545.625021897,25509.71,1
60,"Frau","Angestellter",54237.85,121613.187883737,14689.95,0
40,"Mann","Angestellter",86617.65,286147.240552911,1052.54,0
68,"Mann","Rentner",31007.39,80778.9241916586,23811.08,1
44,"Frau","Angestellter",57288.69,169056.857877862,22404.44,0
56,"Mann","Angestellter",69103.94,187831.141155589,7316.98,0
40,"Mann","Angestellter",84288.78,197425.618675753,24400.03,0
52,"Mann","Angestellter",45029.59,121706.768700695,26834.62,0
58,"Frau","Beamter",129543.79,175695.81478694,32159.02,0
27,"Frau","Angestellter",58437.12,108015.857723831,9566.82,0
59,"Mann","Angestellter",22165.18,63496.0505643107,23810.97,1
52,"Frau","Angestellter",39078.3,112012.829277186,23810.35,1
54,"Mann","Angestellter",124907.84,216387.370033465,100.97,0
64,"Frau","Angestellter",49943,116638.259157249,24509.96,1
48,"Frau","Angestellter",100396.07,233222.169221975,54248.11,0
72,"Frau","Rentner",9915.31,56534.5614359063,23811.39,1
29,"Mann","Angestellter",108548.21,261023.486031531,3829.96,0
47,"Mann","Selbstständiger",58799.78,167647.396434523,35276.49,1
34,"Frau","Angestellter",67325.67,139723.112527389,12235.76,1
32,"Frau","Angestellter",102323.32,209636.837426834,12861.16,0
78,"Frau","Rentner",26112.12,98727.7248336676,23811.41,1
51,"Mann","Angestellter",68047.01,240445.322321767,39722.36,0
37,"Mann","Angestellter",65913.03,295120.031925504,1884.37,0
35,"Mann","Angestellter",51212.4,175348.549924009,9292.59,0
51,"Frau","Angestellter",67583.06,182408.150149337,35129.86,0
56,"Frau","Angestellter",98700.62,136860.088297195,46057.7,1
41,"Frau","Beamter",93284.6,304991.093436562,17526.83,0
24,"Frau","Angestellter",131097.56,71076.103655282,27430.19,0
56,"Frau","Angestellter",50494.18,96977.8064176631,29121.63,1
50,"Frau","Angestellter",67384.07,385795.884601493,11491.94,0
58,"Mann","Angestellter",69180.82,100190.133792895,6324.89,0
41,"Mann","Angestellter",62757.3,184734.40362678,37603.99,0
58,"Frau","Angestellter",52600,123286.044461548,18218.02,0
48,"Frau","Beamter",76176.97,177171.242969093,20271.21,0
26,"Mann","Angestellter",76741.72,261008.42945712,5376.51,0
59,"Frau","Selbstständiger",46019.45,64941.5286480209,27439.15,1
66,"Mann","Rentner",28553.36,66534.4635336812,23811.46,1
32,"Frau","Angestellter",77200.63,160979.234540126,1290.82,0
78,"Mann","Rentner",6799.87,37250.1175390888,23810.5,1
45,"Frau","Angestellter",97515.24,217733.446926236,48938.69,0
31,"Mann","Angestellter",49379.87,85799.0390082201,19942.15,0
62,"Frau","Selbstständiger",27921.43,103104.013420233,23811.78,1
59,"Frau","Angestellter",156643.32,239044.738237278,39411.12,0
46,"Frau","Angestellter",41244.02,136718.248835876,24108.08,0
62,"Frau","Angestellter",32008.87,51109.2907533556,23811.58,1
33,"Frau","Angestellter",36435.06,70899.6987603921,23809.99,1
45,"Frau","Angestellter",71187.43,182590.600690032,3593.37,0
34,"Frau","Angestellter",66643.35,181590.160040013,34621.55,0
57,"Mann","Beamter",50728.23,93440.7774573933,25560.57,1
58,"Mann","Angestellter",119170.03,168486.332646886,775.63,0
24,"Frau","Angestellter",43462.85,106815.343427088,23087.27,0
63,"Frau","Angestellter",66220.53,117091.15086598,30500.13,0
53,"Mann","Angestellter",33283.76,126940.535613088,23811.94,1
45,"Frau","Angestellter",60831.72,184693.817822759,742.27,0
67,"Frau","Rentner",6185.86,57312.0885242157,23811.91,1
51,"Mann","Angestellter",83503.03,216518.04699958,7569.39,0
30,"Frau","Angestellter",35579.18,63960.8812520162,23810.89,1
50,"Frau","Angestellter",107490.2,284519.776918973,2904.07,0
30,"Frau","Angestellter",149370.53,210231.452985466,24411.32,0
28,"Mann","Angestellter",71632.72,323104.150319209,9896.6,0
66,"Mann","Rentner",13734.97,32341.6259669406,23805.49,1
33,"Mann","Angestellter",68992.01,132872.203588283,31904.46,0
25,"Mann","Angestellter",53021.41,112573.68979418,9689.65,0
53,"Frau","Angestellter",55226.06,132687.704705777,31285.97,1
62,"Frau","Angestellter",28211.51,78655.5044402986,23811.5,1
33,"Mann","Angestellter",141768.28,311322.951605149,13830.91,0
61,"Frau","Angestellter",70602.88,91711.749306462,39160.55,1
33,"Frau","Angestellter",70278.23,146069.518581576,25764.47,0
59,"Mann","Angestellter",60723.19,111265.589961252,28457.3,0
49,"Frau","Angestellter",108781.11,345017.196975422,546.3,0
44,"Frau","Angestellter",67996.1,348249.584260128,1155.03,0
62,"Mann","Angestellter",61434.97,97901.5701029924,35185.54,1
64,"Mann","Angestellter",120691.18,151970.619226009,11265.52,0
47,"Frau","Angestellter",107184.22,286870.157237989,50529.57,0
34,"Frau","Angestellter",50983.92,168505.936836979,27806.48,0
59,"Frau","Angestellter",36451.78,79811.7963631572,23811.94,0
45,"Mann","Angestellter",39977.67,129679.507899324,23498.63,1
32,"Frau","Angestellter",109616.11,156853.619013894,36787.8,0
56,"Mann","Beamter",98226.29,181234.313761174,38670.41,0
41,"Mann","Beamter",134231.25,275633.343303905,67530.81,0
65,"Mann","Rentner",15329,39060.7054210886,23811.53,1
57,"Frau","Angestellter",66244.51,133408.91478609,23456.87,1
51,"Mann","Angestellter",44402.96,160955.506361387,22325.18,1
46,"Mann","Angestellter",46621.4,169119.458174673,23454.43,0
32,"Mann","Selbstständiger",33317.79,61362.7873604801,23811.38,1
62,"Mann","Angestellter",42238.64,59037.2160175855,24742.98,0
72,"Frau","Rentner",12665.74,41946.998113635,23811.57,1
51,"Mann","Angestellter",72063.1,278532.800889342,32920.18,0
61,"Frau","Angestellter",48423.64,75976.0843145265,28325.19,1
43,"Frau","Angestellter",142065.91,373181.762924469,76688.26,0
32,"Frau","Angestellter",35283.86,110300.011739421,23811.57,1
28,"Mann","Angestellter",33568.88,90748.4310865536,23809.3,0
65,"Frau","Rentner",8325.37,53770.4224958717,23810.35,1
66,"Frau","Rentner",21575.2,43449.9392155305,23811.8,1
43,"Mann","Angestellter",90450.74,197727.584348407,105.89,0
26,"Mann","Angestellter",48193.16,99919.9225517058,25801.55,1
54,"Frau","Angestellter",61308.99,127192.155498058,27518.7,0
60,"Mann","Angestellter",75033.61,164912.707246518,28920.89,0
26,"Mann","Angestellter",59111.72,72125.0085372331,29017.81,1
49,"Mann","Angestellter",46568.58,168692.506116324,20250.58,0
59,"Mann","Angestellter",87771.89,158713.181855695,4630,0
44,"Frau","Angestellter",69789.36,190888.724022144,12618.8,0
60,"Frau","Angestellter",54894.98,76578.7638327456,14065.06,1
30,"Frau","Angestellter",55555.12,207876.93276034,16547.7,1
31,"Mann","Angestellter",48404.67,98098.8821797672,19949.11,0
37,"Mann","Angestellter",68021.66,151603.033265244,31397.02,0
40,"Mann","Angestellter",49490.35,121099.641256257,29311.54,1
58,"Mann","Angestellter",37427.42,152429.807011546,23808.34,1
39,"Mann","Angestellter",57722.05,173790.343406589,33808.07,0
50,"Mann","Angestellter",56230.58,234027.084595445,32810.11,0
30,"Frau","Angestellter",155546.67,271086.29702061,63379.48,0
56,"Mann","Angestellter",35104.54,152536.433824359,23808.2,0
40,"Mann","Angestellter",43484.87,207304.196308356,21771.39,1
59,"Mann","Angestellter",67541.4,103044.119547669,4870.39,0
37,"Frau","Angestellter",45375.05,129091.589436176,26508.99,1
72,"Frau","Rentner",30021.5,44858.0620119645,23810.53,1
26,"Mann","Angestellter",56058.21,41641.6336126924,21116.35,0
50,"Frau","Angestellter",103727.18,495574.010111165,36822.07,0
39,"Frau","Angestellter",65768.42,185237.05646264,31300.89,0
53,"Mann","Angestellter",48448.98,112515.360517904,29047.49,1
39,"Frau","Angestellter",36359.65,112838.636041023,23811.93,1
66,"Mann","Selbstständiger",101279.87,118363.220820558,32894.1,1
37,"Frau","Angestellter",41471.72,199370.967753864,24215.3,1
42,"Frau","Angestellter",39011.5,86793.5822678789,23811.67,1
48,"Mann","Angestellter",50521.6,146971.620847412,30309.23,1
58,"Mann","Angestellter",88987.49,140235.073990426,131.89,0
24,"Frau","Angestellter",80842.05,72819.4079815866,43778.71,0
30,"Mann","Angestellter",92318,228062.003894085,35552.1,0
43,"Frau","Angestellter",66675.46,183827.182403223,39970.19,0
68,"Frau","Rentner_Pension",25433.62,69979.9596190092,23811.85,1
76,"Mann","Rentner",9843.88,37864.4828664374,23810.73,1
38,"Mann","Selbstständiger",12621.38,150023.086790706,23809.96,1
32,"Frau","Angestellter",31279.96,157753.838612118,23810.58,0
37,"Mann","Angestellter",23494.52,70202.0816396574,23811.7,1
70,"Frau","Rentner",14753.66,22049.8011594524,23811.92,1
31,"Frau","Angestellter",37108.71,194024.998771753,23811.92,0
61,"Mann","Selbstständiger",57531.95,86341.025748755,10398.4,1
44,"Frau","Angestellter",86197.54,202423.477906471,11032.77,0
51,"Frau","Angestellter",31140.55,225883.078771292,23811.37,0
48,"Mann","Angestellter",110115.56,173193.041949092,63011.78,0
42,"Mann","Angestellter",36816.72,210155.001889839,23811.28,1
57,"Mann","Angestellter",56882.99,100570.276762314,26271.87,1
78,"Mann","Rentner",18352.4,48145.0506906113,23811.55,1
32,"Frau","Angestellter",30293.35,90385.5895154792,23810.62,1
34,"Frau","Angestellter",96270.9,122105.399632101,32975.56,0
20,"Frau","Angestellter",56658.36,58648.9883266299,26345.96,1
60,"Frau","Angestellter",66425.13,139867.170950225,29762.4,1
53,"Frau","Angestellter",100635.64,205829.71269547,770.07,0
40,"Frau","Angestellter",119263.38,275627.61763899,14113.5,0
55,"Mann","Angestellter",113105.06,277184.065517812,43190.28,0
61,"Mann","Angestellter",42761.89,180748.580739863,25353.83,1
34,"Mann","Angestellter",94677.05,200866.453657137,22261,0
59,"Mann","Angestellter",60571.05,195156.61915358,34650.06,1
34,"Mann","Angestellter",201295.16,345707.675836023,51500.59,0
60,"Frau","Selbstständiger",57748.26,120891.674316728,3400.34,1
41,"Mann","Angestellter",96779.05,225516.489168795,18266.3,0
30,"Mann","Angestellter",83970.1,181046.333503569,42746.8,0
39,"Mann","Angestellter",40813.49,117880.105357814,24481.94,0
30,"Frau","Angestellter",76400.92,113344.88317048,10741.59,0
40,"Frau","Angestellter",64167.89,173549.483696985,38500.44,0
23,"Mann","Angestellter",59900.12,109445.568253436,7758.96,0
69,"Frau","Rentner",25070.23,50696.3683147419,23809.2,1
39,"Mann","Beamter",59368.44,142632.559620771,35001.64,0
46,"Frau","Angestellter",30704.52,63747.6588796632,23811.56,1
60,"Frau","Angestellter",50393.85,117736.112545661,29423.71,1
28,"Mann","Angestellter",32731.85,105159.467780982,23811.93,1
63,"Mann","Angestellter",91908.5,125005.050578558,52504.57,0
49,"Frau","Angestellter",87723.53,212926.081575962,4762.66,0
59,"Mann","Angestellter",63044.38,137647.736450172,31872.7,0
23,"Mann","Angestellter",75392.79,270577.6206539,42497.59,0
74,"Mann","Rentner",26475.79,40700.4985396773,23811.45,1
28,"Frau","Angestellter",37254.82,106492.670308825,23811.41,0
42,"Frau","Angestellter",61024.62,173202.941249362,36447.32,0
33,"Frau","Angestellter",55016.65,131445.676587796,31413.97,0
51,"Mann","Angestellter",30843.51,94398.5248858906,23811.75,0
40,"Frau","Angestellter",105674.89,179776.883522438,1923.98,0
24,"Mann","Angestellter",91033.03,214745.45859113,25546.26,0
60,"Mann","Angestellter",128943.75,157660.136556259,1159.53,0
27,"Mann","Angestellter",79857.24,113697.340178969,2569.51,0
73,"Frau","Rentner",14535.95,74418.8794391341,23811.59,1
21,"Mann","Angestellter",50260.14,66123.3061611996,21008.67,0
35,"Mann","Angestellter",35995.08,176376.634495807,23811.71,1
74,"Mann","Rentner",17144.35,22398.6684063434,23811.94,1
38,"Mann","Selbstständiger",27841.82,102374.927515149,23811.74,1
45,"Mann","Angestellter",86441.66,207891.455991622,9422.3,0
33,"Frau","Angestellter",44498.2,211916.190898859,18185.34,0
43,"Mann","Angestellter",80861.54,204498.407509042,31338.15,0
32,"Mann","Beamter",59481.05,132712.940904072,16484.15,0
64,"Frau","Angestellter",68404.11,93797.4608638262,40245.11,0
24,"Frau","Angestellter",60538.55,84232.4102757714,36109.13,1
50,"Frau","Angestellter",38183.35,117270.706325857,23810.96,1
23,"Frau","Angestellter",105565.91,168599.009679679,43899.4,0
29,"Frau","Angestellter",25561.9,109568.618488507,23810.73,1
40,"Frau","Angestellter",53373.09,251403.826674108,11543.89,0
61,"Mann","Angestellter",54469.15,96313.442841078,30943.16,1
70,"Frau","Angestellter",38700.7,63522.2233633835,23810.7,1
54,"Mann","Selbstständiger",124985.53,261154.67878697,4367.04,0
54,"Mann","Angestellter",62490.27,187867.23383061,35382.83,0
41,"Frau","Angestellter",43828.76,155337.824130525,15058.59,0
34,"Frau","Beamter",47476.79,117693.305611493,25465,0
60,"Mann","Selbstständiger",17301.38,65015.591788443,23811.61,1
25,"Mann","Angestellter",84092.08,75559.7385598342,11770.05,0
66,"Mann","Rentner",27098.49,40072.1541769898,23811.83,1
57,"Frau","Angestellter",134646.8,240776.315851129,74895.13,0
59,"Frau","Angestellter",45257.98,65530.9184658247,24941.95,1
38,"Mann","Angestellter",52125.52,121372.484670046,19390.76,1
66,"Frau","Rentner",3206.21,113184.881797093,23811.88,1
45,"Frau","Angestellter",50736.82,204263.211467252,24460.99,0
56,"Frau","Angestellter",93092.31,169536.05834684,47733.04,0
70,"Frau","Rentner",21176.55,45257.5930980214,23809.09,1
33,"Frau","Angestellter",54257.3,159157.400143969,29574.85,0
31,"Mann","Angestellter",41640.93,94594.0172539041,23335.22,0
38,"Frau","Angestellter",22002.72,65254.5407441438,23811.83,1
65,"Mann","Rentner",15838.09,28084.0825859637,23811.3,1
44,"Mann","Angestellter",116502.19,350051.877052496,49157.28,0
63,"Frau","Angestellter",63888.29,99543.1737959191,36162.96,1
45,"Frau","Angestellter",113195.33,191119.88265113,9943.96,0
50,"Mann","Angestellter",63455.63,314660.724759783,19642.73,0
64,"Mann","Angestellter",88918.82,92908.6509792875,29423.06,1
54,"Frau","Angestellter",121426.01,197767.81401643,68302.18,0
54,"Frau","Angestellter",55139.97,140348.404216934,26015,0
24,"Frau","Angestellter",69219.39,70351.3890588231,32807.1,0
32,"Mann","Angestellter",44460.77,103667.367509971,24028.15,1
20,"Mann","Angestellter",29053.05,75975.0079133194,23811.9,1
36,"Frau","Angestellter",66017.52,200353.456611343,20054.97,0
63,"Frau","Angestellter",104690.69,193928.621669033,498.39,0
31,"Frau","Angestellter",62373.27,112790.907933708,13416.63,0
70,"Frau","Rentner",33302.33,42740.8824748623,23809.27,1
20,"Mann","Angestellter",64793.47,127726.677780112,25307.22,0
54,"Mann","Angestellter",19567.25,87884.9426348955,23810.68,1
33,"Frau","Angestellter",50805.82,139497.500526556,29423.21,0
35,"Mann","Angestellter",29426.5,85665.628600281,23811.92,0
47,"Frau","Selbstständiger",76271.09,154964.097826898,45229.52,1
39,"Frau","Angestellter",34495.14,151651.107611667,23808.28,0
31,"Frau","Angestellter",25271.59,83004.0990712116,23811.81,1
69,"Frau","Rentner",3879.58,64330.6719093381,23809.98,1
75,"Mann","Rentner",23873.26,92445.9279072011,23808.36,1
67,"Frau","Rentner",23650.67,53928.1209559642,23811.9,1
51,"Mann","Angestellter",75850.18,193898.080087139,44525.54,0
57,"Mann","Angestellter",62363.87,169072.69561305,37060.66,0
31,"Mann","Angestellter",70885.4,143247.229799686,42441.42,1
61,"Mann","Angestellter",31588.43,64144.4543909766,23807.71,1
56,"Mann","Selbstständiger",50586.34,109904.443504735,26451.43,1
44,"Mann","Angestellter",59866.43,184085.263377772,25862.65,0
68,"Mann","Rentner",11895.24,24716.5533374751,23810.98,1
48,"Mann","Angestellter",139161.7,341016.287146028,5873.04,0
